6.632,0
6.757333333,0
7.002666667,0
7.394666667,0
8.016,0
9,0
9.616993464,0
10.57908497,0
11.04645248,0
11.76385542,0
12.9,0
13.254,0
13.517,0
13.566,0
13.5214,0
13.3,0
13.064,0
12.747,0
12.306,0
11.8166,0
11.3,0
10.887,0
10.481,0
10.138,0
9.769,0
9.4,0
9.105,0
8.798,0
8.504,0
8.1952,0
7.9,0
7.782,0
7.751,0
7.898,0
8.655,0
10.5,0
14.099,0
20.221,0
32.226,0
53.4795,0
88,0
138.84,0
202.13,0
276.61,0
356.715,0
416,0
422.5625,0
415.92,0
408.08,0
401.55,0
440,0
553.5,0
